Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement
0.999,0.049936573090059964,-1.028423509622133,-0.053581896964610395,-0.3315358597030891,1.0,0.0
1.01,0.08427390381602894,-1.0224769426596045,-0.03420363993497705,-0.33223203470534235,1.0,0.0
1.02,0.11838913020353771,-1.0219533455685645,-0.036120923316000884,-0.32770689719069623,1.0,0.0
1.03,0.14966142105875405,-1.0241973331015943,-0.05141028007385897,-0.32086117633520583,1.0,0.0
1.04,0.17733562163091282,-1.0287601077520874,-0.07264712813611739,-0.3130292075598569,1.0,0.0
1.05,0.20265551621539193,-1.03478147429905,-0.09798265852821754,-0.3044430491987337,1.0,0.0
1.06,0.22668720563680106,-1.0394938481184122,-0.12732883272756124,-0.2980614450114124,1.0,0.0
1.07,0.2494751107628323,-1.0406532416771441,-0.15745757157222082,-0.2980614450114124,1.0,0.0
1.08,0.27097481072579355,-1.0395312479106293,-0.182597460802992,-0.30276062627662137,1.0,0.0
1.09,0.29180819767337374,-1.0399052458328006,-0.1983172281157738,-0.3062415012878879,1.0,0.0
1.1,0.3130413724301826,-1.0410272395993154,-0.2030126159876688,-0.30798193879352104,1.0,0.0
1.11,0.3331329308873052,-1.0428972292101737,-0.19738793259946122,-0.30856208462873186,1.0,0.0
1.12,0.35177192697089726,-1.0455900142498091,-0.1852959393412023,-0.30798193879352104,1.0,0.0
