"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.183472500E0,-2.181022840E0,-1.417809463E-1,-4.084477477E0,4.632485157E0
3.193515500E0,-6.249430999E-1,9.946072894E-1,-5.377990630E0,5.504777993E0
3.203557500E0,1.339990916E0,1.525790579E0,-4.291865352E0,4.748022825E0
3.213600500E0,2.815163611E0,1.809985140E0,-3.283542249E0,4.688586361E0
3.223642500E0,3.310309633E0,2.163207251E0,-2.776379029E0,4.831759099E0
3.233685500E0,2.340240184E0,2.958942550E0,-2.658482205E0,4.615148185E0
3.243727500E0,8.958279365E-1,3.868308545E0,-2.504409534E0,4.694505917E0
3.253770500E0,2.712669522E-2,4.370054612E0,-2.068790798E0,4.835081027E0
3.263812500E0,-7.099317947E-1,5.013946491E0,-1.785004958E0,5.369348682E0
3.273855500E0,-1.301577633E0,5.482961015E0,-1.567104081E0,5.849169259E0
3.283897500E0,-1.639543774E0,5.602060611E0,-1.182630064E0,5.955652840E0
3.293940500E0,-1.650583317E0,5.396077237E0,-8.143958107E-1,5.701343295E0
3.303982500E0,-1.499583651E0,4.734564773E0,-6.407563099E-1,5.007536657E0
3.314025500E0,-1.018731732E0,3.637022515E0,-6.844122067E-1,3.838511063E0
3.324067500E0,-5.149305148E-1,2.504997472E0,-7.084134190E-1,2.653679585E0
3.334110500E0,-2.029439914E-1,1.651303986E0,-4.082922117E-1,1.713094758E0
3.344152500E0,-5.650003687E-2,1.190295471E0,1.074158366E-1,1.196467185E0
3.354195500E0,2.943315867E-1,1.176635206E0,4.746512389E-1,1.302457404E0
3.364237500E0,8.123403682E-1,1.668013574E0,4.457544453E-1,1.908104605E0
3.374280500E0,1.467334210E0,2.305722023E0,9.973361850E-2,2.734843785E0
3.384322500E0,2.004462655E0,2.661705190E0,-3.384040976E-1,3.349188318E0
3.394365500E0,2.342415348E0,2.739775459E0,-5.842058408E-1,3.651653830E0
3.404407500E0,2.446981983E0,2.695265284E0,-6.637876884E-1,3.700376990E0
3.414450500E0,2.460019227E0,2.671506293E0,-7.135545103E-1,3.701053973E0
3.424492500E0,2.345679118E0,2.588386368E0,-7.201699039E-1,3.566594903E0
3.434535500E0,2.266513519E0,2.392658426E0,-7.391944047E-1,3.377618427E0
3.444577500E0,2.306923772E0,1.749302736E0,-8.240129455E-1,3.010141971E0
3.454620500E0,2.534078014E0,6.432603800E-1,-1.104926049E0,2.838344037E0
3.464662500E0,2.887621722E0,-1.163764899E0,-1.869822621E0,3.631658655E0
3.474705500E0,3.166338027E0,-3.701476373E0,-2.674687178E0,5.557029363E0
3.484747500E0,3.286735706E0,-5.840099006E0,-2.610427448E0,7.191920429E0
3.494790500E0,3.224693824E0,-6.501009207E0,-2.814110527E0,7.783379024E0
3.504832500E0,2.383580185E0,-5.091981093E0,-3.035518856E0,6.389374044E0
3.514875500E0,1.178232957E0,-1.809900355E0,-1.615501485E0,2.697001529E0
3.524917500E0,3.968258218E-1,7.107314014E-1,3.107334651E-2,8.146013815E-1
3.534960500E0,-1.508444229E-1,2.090015899E0,2.113303020E0,2.976066221E0
3.545002500E0,-6.086616741E-1,2.798387949E0,4.333073312E0,5.193935740E0
3.555045500E0,-1.210770374E0,2.971876591E0,5.134155890E0,6.054549700E0
3.565087500E0,-1.729333617E0,2.702443911E0,5.032282190E0,5.968053443E0
3.575130500E0,-2.593879243E0,2.210541047E0,4.774782507E0,5.866280699E0
3.585172750E0,-3.825349052E0,1.544137387E0,4.027089686E0,5.764989764E0
3.595215750E0,-5.026886964E0,7.872585905E-1,2.929973105E0,5.871465834E0
3.605257750E0,-5.654831733E0,1.782465219E-1,1.739427373E0,5.918994960E0
3.615300750E0,-5.846133918E0,-3.864354658E-1,9.232320821E-1,5.931186359E0
3.625342750E0,-5.490392826E0,-8.836978877E-1,3.156595981E-1,5.570006851E0
3.635385750E0,-4.518120438E0,-1.280659511E0,-2.723785079E-1,4.704007986E0
3.645427750E0,-3.316763205E0,-1.429433143E0,-9.202160883E-1,3.727062505E0
3.655470750E0,-2.268876817E0,-1.049027910E0,-1.471589813E0,2.900661674E0
3.665512750E0,-1.474754619E0,-3.883890206E-1,-1.671510794E0,2.262674425E0
3.675555750E0,-7.665823974E-1,4.020884621E-1,-1.736309638E0,1.940127538E0
3.685597750E0,-2.049164034E-1,1.194562769E0,-1.831414601E0,2.196144435E0
3.695640750E0,9.808382660E-2,1.913335261E0,-2.080716487E0,2.828401202E0
3.705682750E0,-1.147833283E-1,2.371188034E0,-3.486830349E0,4.218257198E0
3.715725750E0,-1.406330209E0,2.483089709E0,-6.995470812E0,7.555138056E0
3.725767750E0,-2.393489900E0,2.426851773E0,-6.461802456E0,7.305702869E0
3.735810750E0,-1.903608126E0,2.318142679E0,-1.425754659E0,3.321187397E0
3.745852750E0,-1.342779892E0,2.335424709E0,1.796970992E0,3.238266690E0
3.755895750E0,-1.384668906E0,2.255200326E0,3.006632441E0,4.005380772E0
3.765937750E0,-2.080106330E0,2.007430995E0,2.405942130E0,3.761007721E0
3.775980750E0,-2.349908555E0,1.676412515E0,-8.066456187E-1,2.997183059E0
3.786022750E0,-2.085278192E0,1.536469933E0,-3.310012887E0,4.203012052E0
3.796065750E0,-2.337647528E0,1.606515484E0,-4.092111894E0,4.979042852E0
3.806107750E0,-1.935754656E0,1.213103705E0,-2.523163601E0,3.403692296E0
3.816150750E0,-8.920883498E-1,1.067258944E0,3.462302449E0,3.731273445E0
3.826192750E0,1.308782279E-1,1.201631468E0,5.063016325E0,5.205303219E0
3.836235750E0,5.188684684E-1,1.058274697E0,2.921268940E-3,1.178634106E0
3.846277750E0,6.898694131E-1,5.774920678E-1,-3.359915364E0,3.478282356E0
3.856320750E0,1.164111639E0,-4.134390771E-2,-2.339859091E0,2.613772330E0
3.866362750E0,1.579273306E0,-6.348474061E-1,1.455434103E0,2.239514195E0
3.876405750E0,1.650783292E0,-7.625541043E-1,9.646422096E-1,2.058423871E0
3.886447750E0,2.844512540E0,-1.261653721E-1,-5.089977837E-1,2.892446721E0
3.896490750E0,4.741561552E0,7.088918674E-1,-9.587354985E-1,4.889182691E0
3.906532750E0,5.125476868E0,1.225346605E0,-2.273249219E0,5.739307400E0
3.916575750E0,3.344177583E0,1.519400157E0,-2.351966190E0,4.361633352E0
3.926617750E0,1.314203818E0,2.035314027E0,-4.565915287E-1,2.465382463E0
3.936660750E0,2.586305344E-1,2.591881249E0,5.635312557E-1,2.665015129E0
3.946702750E0,-4.813977563E-1,2.984579083E0,6.275255227E-1,3.087595243E0
3.956745750E0,-1.653672693E0,3.264685271E0,7.471455216E-1,3.735107726E0
3.966787750E0,-2.536269550E0,3.590886814E0,8.206266037E-1,4.472198494E0
3.976830750E0,-3.998241863E0,3.813173395E0,1.962704765E0,5.863312999E0
3.986872750E0,-4.233733211E0,4.084509344E0,2.139374293E0,6.259763242E0
3.996915750E0,-3.377083958E0,4.494591535E0,1.882804610E0,5.928828073E0
4.006957750E0,-3.247932998E0,4.448310238E0,2.255846151E0,5.951921924E0
4.017000750E0,-4.108179458E0,3.191289266E0,2.046566117E0,5.590160866E0
4.027042750E0,-5.000621856E0,9.088309747E-1,1.810084250E0,5.395238427E0
4.037085750E0,-4.211510868E0,-1.065929872E0,7.835599342E-1,4.414407826E0
4.047127750E0,-3.007850416E0,-2.328665913E0,-5.618025264E-1,3.845188050E0
4.057170750E0,-1.884731267E0,-3.282958404E0,-1.891431299E0,4.231730166E0
4.067212750E0,-5.173359132E-1,-3.389401118E0,-2.663560804E0,4.341685450E0
4.077255750E0,-5.452633846E-1,-3.194849635E0,-4.221164329E0,5.321898594E0
4.087297750E0,-6.731887686E-1,-3.337832769E0,-4.391125346E0,5.556643998E0
4.097340750E0,-8.351069409E-1,-3.912360299E0,-4.982297267E0,6.389620706E0
4.107382750E0,-9.615962487E-1,-4.498691602E0,-4.246306771E0,6.260512333E0
4.117425750E0,-5.511614710E-1,-4.769168011E0,-3.046373920E0,5.685871661E0
4.127467750E0,-3.999121284E-1,-4.864574105E0,-2.437666783E0,5.455843682E0
4.137510750E0,-8.155877656E-1,-5.060014365E0,-1.541405860E0,5.352089387E0
4.147552750E0,-1.580685409E0,-5.797891465E0,-2.073233513E0,6.357075507E0
4.157595750E0,-2.578485278E0,-7.249911817E0,-2.093904005E0,7.974599781E0
4.167637750E0,-3.524136754E0,-9.347136748E0,-2.248678926E0,1.023938778E1
4.177680750E0,-4.579626423E0,-1.256262355E1,-2.075600027E0,1.353146718E1
4.187722750E0,-6.273554857E0,-1.676169271E1,-1.671859581E0,1.797517587E1
4.197765750E0,-8.603743969E0,-2.055179124E1,-1.264695443E0,2.231591333E1
4.207807750E0,-1.029682280E1,-2.318005386E1,1.663078232E-1,2.536468244E1
4.217850750E0,-1.029884828E1,-2.412309514E1,1.414011111E0,2.626764973E1
4.227892750E0,-8.781022777E0,-2.347355368E1,1.718969135E0,2.512108553E1
4.237935750E0,-7.063180400E0,-2.190429198E1,2.764807974E0,2.318039446E1
4.247977750E0,-5.720260906E0,-1.959116270E1,3.789332542E0,2.075798839E1
4.258020750E0,-4.723977512E0,-1.693075325E1,4.597248176E0,1.816868350E1
4.268062750E0,-4.435170083E0,-1.429622475E1,5.403066999E0,1.591370192E1
4.278105750E0,-4.510878954E0,-1.116379882E1,6.559448619E0,1.371148421E1
4.288147750E0,-4.703046527E0,-8.688770671E0,6.960062413E0,1.208535689E1
4.298190750E0,-5.513389340E0,-5.879617413E0,6.385329062E0,1.028298547E1
4.308232750E0,-4.257568801E0,-1.292590170E0,4.081749458E0,6.038075859E0
4.318275750E0,-2.848567292E0,2.602310928E0,8.485783410E-1,3.950499080E0
4.328317750E0,-1.791902479E0,5.236637115E0,-1.602690235E0,5.762108881E0
4.338360750E0,-2.325482689E0,5.932214288E0,-2.781315833E0,6.952320034E0
4.348402750E0,-2.387875988E0,6.148036771E0,-4.866546956E0,8.196559470E0
4.358445750E0,-1.170192977E1,1.028449219E1,-5.020899766E1,5.257042312E1
4.368487750E0,-9.415238099E0,1.039199442E1,-3.911269910E1,4.155049323E1
4.378530750E0,-3.547350054E-1,7.119808345E0,-1.166857492E1,1.367381250E1
4.388572750E0,1.031275764E0,7.264861393E0,-3.236706929E0,8.019851152E0
4.398615750E0,1.610200399E0,9.011610065E0,3.319838548E0,9.737719922E0
4.408657750E0,1.845629474E0,1.050214895E1,4.061598784E0,1.141043669E1
4.418700750E0,1.877884178E0,1.060515584E1,3.844782858E0,1.143582680E1
4.428742750E0,2.425346261E0,1.013699735E1,2.634900969E0,1.075098706E1
4.438785750E0,2.719570698E0,9.808441132E0,1.286999062E0,1.025952966E1
4.448827750E0,2.454708786E0,9.321266327E0,9.530458653E-1,9.686067189E0
4.458870750E0,2.042834277E0,8.911967078E0,1.053499934E0,9.203596645E0
4.468912750E0,1.850820778E0,8.514775075E0,1.216400365E0,8.798099907E0
4.478955750E0,1.629097138E0,8.035754796E0,1.669853693E0,8.367539901E0
4.488997750E0,1.543910808E0,7.747690548E0,2.077526831E0,8.168628229E0
4.499040750E0,1.630077278E0,7.790900887E0,2.135497881E0,8.241094573E0
4.509082750E0,1.549034723E0,8.172627590E0,2.041570548E0,8.565007916E0
4.519125750E0,1.413468490E0,8.860598119E0,1.853569701E0,9.162085616E0
4.529167750E0,1.480232875E0,9.409706633E0,1.504625412E0,9.643524559E0
4.539210750E0,1.580335745E0,9.728027884E0,1.127494621E0,9.919840306E0
4.549252750E0,1.596416173E0,9.892484332E0,7.773978460E-1,1.005057900E1
4.559295750E0,1.502900922E0,9.907685924E0,5.192760193E-1,1.003447055E1
4.569337750E0,1.432880076E0,9.773140322E0,4.565564454E-1,9.888167720E0
4.579380625E0,1.510690290E0,9.415060344E0,5.443535578E-1,9.551013937E0
4.589422625E0,1.784394216E0,8.933984769E0,6.414723015E-1,9.132996950E0
4.599465625E0,2.032617145E0,8.439032582E0,7.074821037E-1,8.709152330E0
4.609507625E0,2.192076271E0,8.013345927E0,7.778679621E-1,8.344099106E0
4.619550625E0,2.347418226E0,7.749036577E0,8.488478976E-1,8.141159804E0
4.629592625E0,2.531488282E0,7.722470922E0,8.025607538E-1,8.166339071E0
4.639635625E0,2.621799113E0,8.023580893E0,6.502676833E-1,8.466081089E0
4.649677625E0,2.630272897E0,8.525509393E0,4.837851745E-1,8.935138165E0
4.659720625E0,2.653916114E0,8.953704504E0,3.152222264E-1,9.344060152E0
4.669762625E0,2.694691380E0,9.261289097E0,1.351829481E-1,9.646300420E0
4.679805625E0,2.766584943E0,9.460618924E0,-9.364900589E-2,9.857285266E0
4.689847625E0,2.807458735E0,9.671871225E0,-6.619223535E-1,1.009282214E1
4.699890625E0,2.746565246E0,1.026671432E1,-2.569121547E0,1.093386616E1
4.709932625E0,2.419826344E0,1.078574242E1,-4.450200058E0,1.191604295E1
4.719975625E0,2.104880691E0,1.086239474E1,-4.095530176E0,1.179811466E1
4.730017625E0,2.066572511E0,1.066093126E1,-3.012221210E0,1.126941231E1
4.740060625E0,2.120538949E0,1.047782219E1,-1.935389789E0,1.086403134E1
4.750102625E0,2.098979096E0,1.035377468E1,-1.145176016E0,1.062627835E1
4.760144625E0,1.961771549E0,1.030042469E1,-7.271597385E-1,1.051075914E1
4.770187625E0,1.746396962E0,1.032040813E1,-5.461907530E-1,1.048136683E1
4.780229625E0,1.405079489E0,1.030372018E1,-6.120889465E-1,1.041707976E1
4.790272625E0,8.634197438E-1,1.020076474E1,-9.177403772E-1,1.027829472E1
4.800314625E0,9.924362183E-2,9.943731669E0,-1.693953577E0,1.008747379E1
4.810357625E0,-9.275297856E-1,9.501810805E0,-3.315436764E0,1.010627731E1
4.820399625E0,-1.934966159E0,8.956131098E0,-5.210004802E0,1.054042354E1
4.830442625E0,-2.750541353E0,8.453295695E0,-6.692559314E0,1.112717556E1
4.840484625E0,-4.228060827E0,7.973845646E0,-1.081286999E1,1.408463241E1
4.850527625E0,-6.874667337E0,7.147569755E0,-1.894910919E1,2.138732202E1
4.860569625E0,-7.176974233E0,5.604357398E0,-1.366090021E1,1.641761175E1
4.870612625E0,-5.533504347E0,2.627860336E0,-4.572160113E0,7.643949790E0
4.880654625E0,1.880072790E-1,-1.761263216E-1,1.080626498E1,1.080933531E1
4.890697625E0,7.817888126E-1,-2.821445274E0,1.923017315E1,1.945176872E1
4.900739625E0,-2.561370770E0,-1.244529566E1,1.338959759E1,1.845880083E1
4.910782625E0,-2.583298940E1,-4.245184281E1,-1.432819733E1,5.171846419E1
4.920824625E0,-3.908209009E1,-6.809021816E1,-2.139337163E0,7.853829855E1
4.930867625E0,-2.158822892E1,-5.918686871E1,2.106733556E1,6.643018654E1
4.940909625E0,-6.123331701E0,-3.198847260E1,-4.850340228E0,3.292845837E1
4.950952625E0,3.583945000E0,-1.439582389E1,-1.867193012E1,2.384796388E1
4.960994625E0,6.991444420E0,-8.607991971E0,7.391102779E0,1.332689841E1
4.971037625E0,9.082895225E0,-5.980196539E0,1.500215793E1,1.852907118E1
4.981079625E0,6.359740477E0,-5.289318189E0,4.454259195E0,9.394871517E0
4.991122625E0,-6.619674355E0,-7.853429841E0,-1.174681505E-1,1.027181813E1
5.001164625E0,-1.048321567E1,-1.802589231E1,6.415725228E0,2.181724397E1
5.011207625E0,-1.750445282E0,-2.296652056E1,3.798147805E0,2.334418669E1
5.021249625E0,2.840570932E0,-2.009463721E1,-3.226891208E0,2.054935801E1
5.031292625E0,5.233088440E0,-1.567129107E1,-1.290616150E0,1.657227409E1
5.041334625E0,1.733867841E0,-4.165154142E0,-8.755585635E-1,4.595803468E0
5.051377625E0,-1.107143971E0,2.528754709E0,-3.053238258E0,4.116142856E0
5.061419625E0,-1.675850598E0,3.498845792E0,-6.898568416E-1,3.940342570E0
5.071462625E0,-6.371278203E-1,2.996268252E0,3.890608656E-1,3.087867169E0
5.081504625E0,7.328113648E-1,8.630180401E-1,1.273451064E0,1.703963100E0
5.091547625E0,1.636559355E0,-2.074860501E0,1.744940128E0,3.166731544E0
5.101589625E0,2.789079474E0,-4.577881613E0,1.499560554E0,5.566385383E0
5.111632625E0,3.516319319E0,-5.931015024E0,1.329509490E0,7.022039323E0
5.121674625E0,3.597749691E0,-5.859423469E0,1.307042148E0,6.998928876E0
5.131717625E0,3.390074717E0,-4.332607874E0,6.984311986E-1,5.545439903E0
5.141759625E0,2.534948372E0,-1.719488368E0,-2.980863762E-1,3.077573555E0
5.151802625E0,1.104166569E0,8.561048770E-1,-9.550754339E-1,1.692414978E0
5.161844625E0,-4.563450685E-1,3.269610381E0,-1.745409075E0,3.734307928E0
5.171887625E0,-1.892308674E0,5.678563827E0,-3.505284746E0,6.936421297E0
5.181929625E0,-3.119300978E0,7.922367929E0,-6.305911594E0,1.059520992E1
5.191972625E0,-3.638806793E0,9.046406261E0,-6.097775275E0,1.150048888E1
5.202014625E0,-3.666021781E0,8.784670270E0,-3.557006292E0,1.016181289E1
5.212057625E0,-2.346446272E0,8.209082640E0,-2.152626715E0,8.805035473E0
5.222099625E0,-1.983410779E0,8.566625844E0,-2.005121344E0,9.018952726E0
5.232142625E0,-1.785463672E0,8.165112748E0,-2.177724718E0,8.637096252E0
5.242184625E0,-1.894257989E0,7.426656189E0,-1.995245397E0,7.919876241E0
5.252227625E0,-2.251606773E0,6.568536361E0,-1.467727143E0,7.097156188E0
5.262269625E0,-2.688513504E0,5.518931331E0,-9.017225877E-1,6.204821635E0
5.272312625E0,-3.283064239E0,4.296347535E0,-7.203478785E-1,5.454907333E0
5.282354625E0,-3.984152412E0,2.708438476E0,-7.611917031E-1,4.877347869E0
5.292397625E0,-4.531809647E0,1.153412989E0,-7.114880311E-1,4.730103109E0
5.302439625E0,-4.942983513E0,-1.536086941E-1,-7.468999386E-1,5.001453904E0
5.312482625E0,-5.235156600E0,-1.280609225E0,-1.010997181E0,5.483515288E0
5.322524625E0,-5.160602846E0,-2.059571786E0,-1.197074221E0,5.683893416E0
5.332567625E0,-4.275891636E0,-2.207935528E0,-8.039249092E-1,4.878987993E0
5.342609625E0,-2.575362280E0,-1.612052797E0,-1.806059466E-1,3.043653003E0
5.352652625E0,-9.457396232E-1,-8.814040250E-1,-8.217326045E-2,1.295395281E0
5.362694625E0,2.024088250E-1,-5.575021917E-1,-3.790328908E-1,7.038778008E-1
5.372737625E0,1.034413233E0,-5.446704769E-1,-7.315334558E-1,1.379064126E0
5.382779625E0,1.707595278E0,-5.261587769E-1,-8.027776124E-1,1.958871253E0
5.392822625E0,2.197395629E0,-4.660879916E-1,-5.488383722E-1,2.312360077E0
5.402864625E0,2.635066153E0,-3.579127479E-1,-2.040332912E-1,2.667077942E0
5.412907625E0,2.734966124E0,-1.949485087E-1,4.135525131E-1,2.772917291E0
5.422949625E0,2.510713125E0,2.049279517E-1,1.144953822E0,2.767055315E0
5.432992625E0,2.263602629E0,7.075797522E-1,1.629500304E0,2.877470626E0
5.443034625E0,1.930005088E0,1.039826147E0,1.895154514E0,2.897890386E0
5.453077625E0,1.324631011E0,1.144490138E0,1.938007003E0,2.611584985E0
5.463119625E0,5.084262183E-1,1.046553369E0,1.749968734E0,2.101466569E0
5.473162625E0,-4.521238174E-1,8.058679390E-1,1.339949693E0,1.627668351E0
5.483204625E0,-1.543662593E0,5.857851738E-1,7.108267111E-1,1.797585348E0
5.493247625E0,-2.704029091E0,4.523189682E-1,-2.118621647E-1,2.749772964E0
5.503289625E0,-3.729005649E0,5.708467072E-1,-1.044558883E0,3.914390419E0
5.513332625E0,-4.246873074E0,9.610366702E-1,-1.468168607E0,4.595110603E0
5.523374625E0,-3.960758580E0,1.375304883E0,-1.112614042E0,4.337854545E0
5.533417625E0,-2.634224153E0,1.551137089E0,-5.591213222E-1,3.107696866E0
5.543459625E0,-8.651104662E-1,1.483505269E0,-5.740896461E-1,1.810740988E0
5.553502625E0,2.674905279E-1,1.434764634E0,-9.031399528E-1,1.716322380E0
5.563544625E0,4.721059459E-1,1.318431939E0,-1.479511621E0,2.037179776E0
5.573587625E0,-1.536282822E-1,1.203297924E0,-2.633762516E0,2.899695248E0
5.583630042E0,-1.097649263E0,1.097037644E0,-2.825707895E0,3.223809951E0
5.593673042E0,-1.528130634E0,9.900447071E-1,-1.267786866E0,2.218705770E0
5.603715042E0,-1.218858535E0,1.069342307E0,-6.773184378E-2,1.622866815E0
5.613758042E0,-9.340105471E-1,1.333023081E0,-4.696834810E-1,1.694086423E0
5.623800042E0,-1.231396719E0,1.612125303E0,-1.747114123E0,2.677254868E0
5.633843042E0,-1.835731015E0,1.697148496E0,-3.106782382E0,3.987771075E0
5.643885042E0,-2.036069487E0,1.574065776E0,-3.939306023E0,4.705464266E0
5.653928042E0,-1.225221475E0,1.388157647E0,-1.770638641E0,2.561895883E0
5.663970042E0,-1.072361809E-1,1.292459192E0,1.039641960E0,1.662168995E0
5.674013042E0,-5.070471525E-2,1.067177083E0,8.155789948E-1,1.344100811E0
5.684055042E0,-1.030049018E0,1.172713478E0,-3.268184610E-1,1.594700030E0
5.694098042E0,-1.649204251E0,1.440998350E0,-8.784926963E-1,2.359682251E0
5.704140042E0,-5.381110704E-1,1.210587063E0,1.761008277E0,2.203686619E0
5.714183042E0,1.308490503E0,8.031624323E-1,3.829074898E0,4.125412932E0
5.724225042E0,2.551392204E0,5.940870506E-1,1.384599617E0,2.963048717E0
5.734268042E0,3.704423370E0,5.286391658E-1,-5.256892455E-1,3.778698328E0
5.744310042E0,4.304683326E0,4.508752906E-1,1.424409653E0,4.556591920E0
5.754352042E0,2.947619417E0,3.029857582E-1,6.419728231E-1,3.031895398E0
5.764395042E0,4.428505719E-1,-2.215878385E-1,-1.882437404E0,1.946481025E0
5.774438042E0,-1.678472489E-1,-6.860631680E-1,-1.243531884E0,1.430114302E0
5.784480042E0,3.518135172E-1,-6.029736489E-1,3.260771437E-1,7.705039103E-1
5.794522042E0,3.697592068E-1,-2.077340305E-2,4.696460223E-1,5.980976438E-1
5.804565042E0,-2.282285213E-1,7.739251846E-1,4.448924196E-1,9.213998667E-1
5.814607042E0,-1.548520460E0,1.519536397E0,5.257769537E-1,2.232341345E0
5.824650042E0,-1.983061554E0,2.051010293E0,1.151017385E0,3.076364310E0
5.834692042E0,-9.879169053E-1,2.457309920E0,8.000126834E-1,2.766653601E0
5.844735042E0,-9.370741957E-1,2.620563011E0,1.615458215E0,3.217944031E0
5.854777042E0,-1.655260212E0,2.809205298E0,1.987337623E0,3.818511700E0
5.864820042E0,-2.097837719E0,2.999500592E0,1.659793120E0,4.019059604E0
5.874862042E0,-1.547096078E0,2.327769535E0,2.409342871E0,3.690115222E0
5.884905042E0,-1.695373866E0,3.730435878E-1,2.791151142E0,3.286940639E0
5.894947042E0,-2.906819885E0,-1.128211489E0,2.037792369E0,3.724924261E0
5.904990042E0,-3.101641510E0,-1.511663121E0,1.023669998E0,3.599056225E0
5.915032042E0,-2.523247216E0,-2.050461239E0,3.577070720E-1,3.270951262E0
5.925075042E0,-1.489325003E0,-3.328171999E0,-8.264267492E-1,3.738689476E0
5.935117042E0,-1.492729252E0,-4.239949386E0,-1.579309413E0,4.764412832E0
5.945160042E0,-1.581812752E0,-3.781588490E0,-1.322919531E0,4.307279788E0
5.955202042E0,-1.675148347E0,-2.869518158E0,-1.637586565E0,3.704314538E0
5.965245042E0,-1.441980098E0,-2.110040858E0,-2.717713330E0,3.730622571E0
5.975287042E0,-1.245096161E0,-1.997352149E0,-3.559053987E0,4.266912858E0
5.985330042E0,-1.147852871E0,-2.496273426E0,-3.523666638E0,4.468240572E0
5.995372042E0,-1.170512002E0,-3.316707948E0,-2.889552473E0,4.551940625E0
6.005415042E0,-1.518375140E0,-4.256917421E0,-1.917112563E0,4.909391976E0
6.015457042E0,-2.327856658E0,-5.321287841E0,-1.256621608E0,5.942568365E0
6.025500042E0,-2.981644950E0,-6.670284930E0,-2.661534159E-1,7.311206829E0
6.035542042E0,-3.806018157E0,-8.098509454E0,-6.210725355E-1,8.969802711E0
6.045585042E0,-4.042481897E0,-1.009918925E1,1.366622206E-1,1.087906062E1
6.055627042E0,-3.684208376E0,-1.236789021E1,6.385334909E-1,1.292075171E1
6.065670042E0,-3.974676415E0,-1.486720770E1,4.341276956E-1,1.539546636E1
6.075712042E0,-4.497036840E0,-1.715684170E1,1.721806204E0,1.781979725E1
6.085755042E0,-4.604109884E0,-1.875880103E1,1.764293243E0,1.939595768E1
6.095797042E0,-5.000130106E0,-1.983153589E1,1.932275562E0,2.054324234E1
6.105840042E0,-5.027314396E0,-2.032445617E1,3.140456496E0,2.117120392E1
6.115882042E0,-4.668648819E0,-1.989656862E1,3.786607740E0,2.078480510E1
6.125925042E0,-4.439293539E0,-1.862515122E1,4.024626839E0,1.956530619E1
6.135967042E0,-4.806812678E0,-1.715626750E1,4.234332551E0,1.831317926E1
6.146010042E0,-5.282049515E0,-1.554886207E1,4.761827416E0,1.709801623E1
6.156052042E0,-5.350476556E0,-1.214014584E1,5.190732379E0,1.424620803E1
6.166095042E0,-5.152764069E0,-8.559729053E0,5.643085846E0,1.147450900E1
6.176137042E0,-4.912689673E0,-6.085034777E0,5.507742099E0,9.565426864E0
6.186180042E0,-3.704799346E0,-2.610042701E0,2.801377630E0,5.327811720E0
6.196222042E0,-2.814605494E0,8.250479758E-1,-1.485544778E0,3.287788244E0
6.206265042E0,-2.089997188E0,3.589727896E0,-4.195207077E0,5.903727384E0
6.216307042E0,-2.528205070E0,5.892084846E0,-9.201658022E0,1.121512350E1
